Assets,EarningsPerShareBasic,NetIncomeLoss,RetainedEarningsAccumulatedDeficit,StockholdersEquity,anomaly
0.0,0.0,0.0,0.0,0.0,0
-1.3183686585172922,0.0,0.0,-1.3016690599427851,-1.513814931600899,0
0.0,-1.3595630713010645,-0.889903210224459,0.0,0.0,0
-1.0789385221545202,-1.3595630713010645,-0.889903210224459,-0.7061775210209029,-0.686988115445264,0
0.0,-0.801812513448207,0.0,0.0,-1.5082446624498416,0
0.0,0.0,0.0,0.0,0.0,0
-1.2687588467074897,-1.552734252598862,-1.1014801219809618,-1.135386866223537,-1.3621115065749343,0
0.0,-1.3697771958673213,-1.190624490351748,0.0,-1.510019342052444,0
0.0,0.0,0.0,0.0,0.0,0
-1.3181976729015137,-1.1481486175015232,0.0,-1.2743508625936335,-1.4969600427911913,0
-1.3181976729015137,0.0,0.0,-1.2743508625936335,0.0,0
-1.1990787986438516,0.21559715692876658,-0.7500633418962405,-1.3028495284822845,-1.2769858154370128,0
-1.1990787986438516,0.0,0.0,-1.3028495284822845,-1.2769858154370128,0
1.1376076733385267,-2.2310862421968904,0.2899476722453842,1.5238077502029361,1.6939937980543964,0
1.1376076733385267,0.0,0.0,1.5238077502029361,1.6939937980543964,0
0.0,-2.2310862421968904,0.2899476722453842,0.0,1.6939937980543964,0
1.134692858880846,-2.2310862421968904,-1.2392484658461664,0.9681221150016478,1.41994619964404,0
1.134692858880846,0.0,0.0,0.9681221150016478,1.41994619964404,0
0.0,0.0,0.0,0.0,0.0,0
-1.1604246379710477,0.19389948241526084,-0.1495508799284792,-0.8618278996200238,-0.9397765879228138,0
-1.1604246379710477,0.0,0.0,-0.8618278996200238,-0.9397765879228138,0
1.1376076733385267,-0.6924302988361745,1.1552265694147739,1.5238077502029361,1.0541332644972938,1
0.5210932579138785,0.0,0.0,1.5238077502029361,1.0541332644972938,1
0.5210932579138785,-0.9021938179278343,0.8751878595052359,1.5238077502029361,1.0541332644972938,1
0.0,0.0,-1.2392484658461664,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,-1.9846281490109552,-1.1958748942320443,0.0,0.0,0
1.1376076733385267,-0.10406792307187925,0.9453312597005546,0.7058508596592463,1.6939937980543964,1
1.1376076733385267,0.0,0.0,0.7058508596592463,1.6939937980543964,1
1.1376076733385267,-0.10406792307187925,0.9453312597005546,0.7058508596592463,1.49426969544078,1
-0.8035475738428616,-0.6853650438069272,-0.9839890705833042,-0.6257227316361023,-0.8313544869522351,0
-0.8035475738428616,0.0,0.0,-0.6257227316361023,-0.8313544869522351,0
-0.8035475738428616,0.0,0.0,-0.6257227316361023,-0.8313544869522351,0
-1.1428879053061198,-2.2310862421968904,-1.2392484658461664,0.0,0.0,0
-1.1428879053061198,-2.2310862421968904,-1.2392484658461664,-1.284397269020459,-1.251290951436404,0
-1.1428879053061198,0.0,0.0,-1.284397269020459,-1.251290951436404,0
-0.8420881440540776,-0.2261649301344939,-0.30278119647994955,-0.5871770204697289,-0.5516515192955906,0
-0.8420881440540776,0.0,0.0,-0.5871770204697289,-0.5516515192955906,0
-0.8420881440540776,0.0,0.0,-0.5871770204697289,-0.5516515192955906,0
-1.3183686585172922,-0.2206838145114021,-1.149850614620923,-1.3012020018138124,-1.5127032780411487,0
